gene_id	gene_name	omims	omim_id
ENSG00000184937	WT1	WT1 (DENYS-DRASH SYNDROME; DDS;;DRASH SYNDROME;;WILMS TUMOR AND PSEUDO- OR TRUE HERMAPHRODITISM;;NEPHROPATHY, WILMS TUMOR, AND GENITAL ANOMALIES)	194080
ENSG00000184937	WT1	WT1 (NEPHROTIC SYNDROME, TYPE 4; NPHS4)	256370
ENSG00000184937	WT1	WT1 (MEACHAM SYNDROME)	608978
ENSG00000074695	LMAN1	LMAN1 (FACTOR V AND FACTOR VIII, COMBINED DEFICIENCY OF, 1; F5F8D1;;FAMILIAL MULTIPLE COAGULATION FACTOR DEFICIENCY I; FMFD1;;FMFD I;;MULTIPLE COAGULATION FACTOR DEFICIENCY I; MCFD1)	227300
ENSG00000244486	SCARF2	SCARF2 (VAN DEN ENDE-GUPTA SYNDROME; VDEGS;;MARDEN-WALKER-LIKE SYNDROME WITHOUT PSYCHOMOTOR RETARDATION;;BLEPHAROPHIMOSIS, ARACHNODACTYLY, AND CONGENITAL CONTRACTURES)	600920
ENSG00000157765	SLC34A2	SLC34A2 (PULMONARY ALVEOLAR MICROLITHIASIS; PULAM)	265100
ENSG00000131269	ABCB7	ABCB7 (ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA; ASAT)	301310
ENSG00000183287	CCBE1	CCBE1 (HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME 1; HKLLS1;;HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME;;LYMPHATIC DYSPLASIA, GENERALIZED)	235510
ENSG00000164265	SCGB3A2	SCGB3A2 (ASTHMA, SUSCEPTIBILITY TO;;ASTHMA, BRONCHIAL;;ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO ASTHMA, PROTECTION AGAINST, INCLUDED;;ASTHMA, DIMINISHED RESPONSE TO ANTILEUKOTRIENE TREATMENT IN, INCLUDED)	600807
ENSG00000141469	SLC14A1	SLC14A1 (BLOOD GROUP, KIDD SYSTEM; JK;;KIDD BLOOD GROUP SYSTEM)	111000
ENSG00000171723	GPHN	GPHN (HYPEREKPLEXIA 1; HKPX1;;STARTLE DISEASE, FAMILIAL;;STARTLE REACTION, EXAGGERATED;;EXAGGERATED STARTLE REACTION;;STHE;;STIFF-BABY SYNDROME;;STIFF-MAN SYNDROME, CONGENITAL;;STIFF-PERSON SYNDROME, CONGENITAL;;KOK DISEASE)	149400
ENSG00000171723	GPHN	GPHN (MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP C; MOCODC)	615501
ENSG00000206530	CFAP44	CFAP44 (SPERMATOGENIC FAILURE 20; SPGF20)	617593
ENSG00000133818	RRAS2	RRAS2 (NOONAN SYNDROME 12; NS12)	618624
ENSG00000176692	FOXC2	FOXC2 (LYMPHEDEMA-DISTICHIASIS SYNDROME; LPHDST;;LYMPHEDEMA WITH DISTICHIASIS LYMPHEDEMA-DISTICHIASIS SYNDROME WITH RENAL DISEASE AND DIABETES MELLITUS, INCLUDED)	153400
ENSG00000168306	ACOX2	ACOX2 (BILE ACID SYNTHESIS DEFECT, CONGENITAL, 6; CBAS6)	617308
ENSG00000022355	GABRA1	GABRA1 (EPILEPSY, IDIOPATHIC GENERALIZED, SUSCEPTIBILITY TO, 13; EIG13 EPILEPSY, JUVENILE MYOCLONIC, SUSCEPTIBILITY TO, 5, INCLUDED; EJM5, INCLUDED;;EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 4, INCLUDED; ECA4, INCLUDED)	611136
ENSG00000022355	GABRA1	GABRA1 (DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 19; DEE19;;EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 19; EIEE19)	615744
ENSG00000129038	LOXL1	LOXL1 (EXFOLIATION SYNDROME; XFS;;EXFOLIATION GLAUCOMA; XFG;;PSEUDOEXFOLIATION GLAUCOMA; PEXG;;PSEUDOEXFOLIATION OF THE LENS;;PSEUDOEXFOLIATION SYNDROME; PEXS)	177650
ENSG00000110514	MADD	MADD (DEEAH SYNDROME; DEEAH;;DEVELOPMENTAL DELAY WITH ENDOCRINE, EXOCRINE, AUTONOMIC, AND HEMATOLOGIC ABNORMALITIES)	619004
ENSG00000110514	MADD	MADD (NEURODEVELOPMENTAL DISORDER WITH DYSMORPHIC FACIES, IMPAIRED SPEECH, AND HYPOTONIA; NEDDISH)	619005
ENSG00000185100	ADSS1	ADSS1 (MYOPATHY, DISTAL, 5; MPD5)	617030
ENSG00000108510	MED13	MED13 (INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 61; MRD61;;MENTAL RETARDATION, AUTOSOMAL DOMINANT 61)	618009
ENSG00000079459	FDFT1	FDFT1 (SQUALENE SYNTHASE DEFICIENCY; SQSD;;NEURODEVELOPMENTAL DISORDER WITH LOW CHOLESTEROL AND ABNORMAL URINE ORGANIC ACIDS)	618156
ENSG00000152234	ATP5F1A	ATP5F1A (MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 4; MC5DN4;;MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, ATP5A1 TYPE)	615228
ENSG00000152234	ATP5F1A	ATP5F1A (COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 22; COXPD22)	616045
ENSG00000122550	KLHL7	KLHL7 (RETINITIS PIGMENTOSA 42; RP42)	612943
ENSG00000122550	KLHL7	KLHL7 (PERCHING SYNDROME; PERCHING;;CRISPONI/COLD-INDUCED SWEATING SYNDROME 3, FORMERLY; CISS3, FORMERLY)	617055
ENSG00000165617	DACT1	DACT1 (TOWNES-BROCKS SYNDROME 2; TBS2)	617466
ENSG00000138587	MNS1	MNS1 (HETEROTAXY, VISCERAL, 9, AUTOSOMAL, WITH MALE INFERTILITY; HTX9)	618948
ENSG00000188706	ZDHHC9	ZDHHC9 (INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, RAYMOND TYPE; MRXSR;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, RAYMOND TYPE)	300799
ENSG00000173614	NMNAT1	NMNAT1 (LEBER CONGENITAL AMAUROSIS 9; LCA9)	608553
ENSG00000173614	NMNAT1	NMNAT1 (SPONDYLOEPIPHYSEAL DYSPLASIA, SENSORINEURAL HEARING LOSS, IMPAIRED INTELLECTUAL DEVELOPMENT, AND LEBER CONGENITAL AMAUROSIS; SHILCA;;SHILCA SYNDROME)	619260
ENSG00000163513	TGFBR2	TGFBR2 (ESOPHAGEAL CANCER ESOPHAGEAL SQUAMOUS CELL CARCINOMA, SUSCEPTIBILITY TO, INCLUDED;;ESCC, SUSCEPTIBILITY TO, INCLUDED;;AERODIGESTIVE TRACT CANCER, SUSCEPTIBILITY TO, INCLUDED;;GASTRIC CARDIA ADENOCARCINOMA, SUSCEPTIBILITY TO, INCLUDED)	133239
ENSG00000163513	TGFBR2	TGFBR2 (LOEYS-DIETZ SYNDROME 2; LDS2;;AORTIC ANEURYSM, FAMILIAL THORACIC 3; AAT3;;MARFAN SYNDROME, TYPE II, FORMERLY)	610168
ENSG00000163513	TGFBR2	TGFBR2 (COLORECTAL CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6; HNPCC6;;COLON CANCER, HEREDITARY NONPOLYPOSIS, TYPE 6)	614331
ENSG00000112210	RAB23	RAB23 (CARPENTER SYNDROME 1; CRPT1;;CARPENTER SYNDROME;;ACROCEPHALOPOLYSYNDACTYLY TYPE II;;ACPS II)	201000
ENSG00000161798	AQP5	AQP5 (PALMOPLANTAR KERATODERMA, BOTHNIAN TYPE; PPKB)	600231
ENSG00000106546	AHR	AHR (RETINITIS PIGMENTOSA 85; RP85)	618345
ENSG00000152223	EPG5	EPG5 (VICI SYNDROME; VICIS;;IMMUNODEFICIENCY WITH CLEFT LIP/PALATE, CATARACT, HYPOPIGMENTATION, AND ABSENT CORPUS CALLOSUM)	242840
ENSG00000152556	PFKM	PFKM (GLYCOGEN STORAGE DISEASE VII; GSD7;;GSD VII;;MUSCLE PHOSPHOFRUCTOKINASE DEFICIENCY;;PFKM DEFICIENCY;;TARUI DISEASE)	232800
ENSG00000085185	BCORL1	BCORL1 (SHUKLA-VERNON SYNDROME; SHUVER)	301029
ENSG00000133124	IRS4	IRS4 (HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 9; CHNG9)	301035
ENSG00000122691	TWIST1	TWIST1 (SAETHRE-CHOTZEN SYNDROME; SCS;;ACROCEPHALOSYNDACTYLY, TYPE III; ACS3;;ACS III;;CHOTZEN SYNDROME;;ACROCEPHALY, SKULL ASYMMETRY, AND MILD SYNDACTYLY SAETHRE-CHOTZEN SYNDROME WITH EYELID ANOMALIES, INCLUDED;;BLEPHAROPHIMOSIS, EPICANTHUS INVERSUS, AND P /.../3, FORMERLY, INCLUDED; BPES3, FORMERLY, INCLUDED)	101400
ENSG00000122691	TWIST1	TWIST1 (CRANIOSYNOSTOSIS 1; CRS1;;CRS;;CRANIOSTENOSIS)	123100
ENSG00000122691	TWIST1	TWIST1 (ROBINOW-SORAUF SYNDROME;;CRANIOSYNOSTOSIS-BIFID HALLUX SYNDROME;;ACROCEPHALOSYNDACTYLY, ROBINOW-SORAUF TYPE)	180750
ENSG00000122691	TWIST1	TWIST1 (SWEENEY-COX SYNDROME; SWCOS)	617746
ENSG00000141449	GREB1L	GREB1L (RENAL HYPODYSPLASIA/APLASIA 3; RHDA3)	617805
ENSG00000141449	GREB1L	GREB1L (DEAFNESS, AUTOSOMAL DOMINANT 80; DFNA80)	619274
ENSG00000100379	KCTD17	KCTD17 (DYSTONIA 26, MYOCLONIC; DYT26)	616398
ENSG00000164442	CITED2	CITED2 (VENTRICULAR SEPTAL DEFECT 2; VSD2)	614431
ENSG00000164442	CITED2	CITED2 (ATRIAL SEPTAL DEFECT 8; ASD8)	614433
ENSG00000114446	IFT57	IFT57 (OROFACIODIGITAL SYNDROME XVIII; OFD18;;OFDS XVIII;;ORAL-FACIAL-DIGITAL SYNDROME, TYPE XVIII)	617927
ENSG00000115705	TPO	TPO (THYROID DYSHORMONOGENESIS 2A; TDH2A;;THYROID HORMONOGENESIS, GENETIC DEFECT IN, 2A;;HYPOTHYROIDISM, CONGENITAL, DUE TO DYSHORMONOGENESIS, 2A;;IODIDE PEROXIDASE DEFICIENCY;;THYROID PEROXIDASE DEFICIENCY)	274500
ENSG00000133937	GSC	GSC (SHORT STATURE, AUDITORY CANAL ATRESIA, MANDIBULAR HYPOPLASIA, AND SKELETAL ABNORMALITIES; SAMS)	602471
ENSG00000284547	MIR2861	MIR2861 (BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 15; BMND15;;OSTEOPOROSIS, SUSCEPTIBILITY TO;;METAPHYSEAL FRACTURE, SUSCEPTIBILITY TO;;COMPRESSION FRACTURE, SUSCEPTIBILITY TO)	613418
ENSG00000196396	PTPN1	PTPN1 (TYPE 2 DIABETES MELLITUS; T2D;;DIABETES MELLITUS, NONINSULIN-DEPENDENT; NIDDM;;NONINSULIN-DEPENDENT DIABETES MELLITUS;;DIABETES MELLITUS, TYPE II;;MATURITY-ONSET DIABETES INSULIN RESISTANCE, SUSCEPTIBILITY TO, INCLUDED;;DIABETES MELLITUS, TYPE 2, PR /.../ON AGAINST, INCLUDED)	125853
ENSG00000145284	SCD5	SCD5 (DEAFNESS, AUTOSOMAL DOMINANT 79; DFNA79)	619086
ENSG00000141431	ASXL3	ASXL3 (BAINBRIDGE-ROPERS SYNDROME; BRPS)	615485
ENSG00000165409	TSHR	TSHR (HYPOTHYROIDISM, CONGENITAL, NONGOITROUS, 1; CHNG1;;THYROTROPIN RESISTANCE;;THYROID-STIMULATING HORMONE, RESISTANCE TO; RTSH;;TSH RESISTANCE;;HYPOTHYROIDISM, NONAUTOIMMUNE;;HYPOTHYROIDISM, CONGENITAL, DUE TO TSH RESISTANCE;;HYPOTHYROIDISM DUE TO UNRE /.../VENESS TO THYROTROPIN)	275200
ENSG00000165409	TSHR	TSHR (THYROID-STIMULATING HORMONE RECEPTOR; TSHR;;THYROTROPIN RECEPTOR;;LGR3 THYROID ADENOMA, HYPERFUNCTIONING, INCLUDED;;THYROID CARCINOMA WITH THYROTOXICOSIS, INCLUDED)	603372
ENSG00000165409	TSHR	TSHR (HYPERTHYROIDISM, FAMILIAL GESTATIONAL)	603373
ENSG00000165409	TSHR	TSHR (HYPERTHYROIDISM, NONAUTOIMMUNE;;HYPERTHYROIDISM, CONGENITAL NONAUTOIMMUNE;;HYPERTHYROIDISM, NONAUTOIMMUNE, AUTOSOMAL DOMINANT;;TOXIC THYROID HYPERPLASIA, AUTOSOMAL DOMINANT)	609152
ENSG00000080644	CHRNA3	CHRNA3 (BLADDER DYSFUNCTION, AUTONOMIC, WITH IMPAIRED PUPILLARY REFLEX AND SECONDARY CAKUT; BAIPRCK;;URINARY BLADDER, ATONY OF)	191800
ENSG00000080644	CHRNA3	CHRNA3 (SMOKING AS A QUANTITATIVE TRAIT LOCUS 3; SQTL3;;NICOTINE DEPENDENCE, SUSCEPTIBILITY TO  LUNG CANCER SUSCEPTIBILITY 2, INCLUDED; LNCR2, INCLUDED)	612052
ENSG00000173040	EVC2	EVC2 (WEYERS ACROFACIAL DYSOSTOSIS; WAD;;ACRODENTAL DYSOSTOSIS OF WEYERS;;CURRY-HALL SYNDROME)	193530
ENSG00000173040	EVC2	EVC2 (ELLIS-VAN CREVELD SYNDROME; EVC;;CHONDROECTODERMAL DYSPLASIA;;MESOECTODERMAL DYSPLASIA)	225500
ENSG00000122121	XPNPEP2	XPNPEP2 (ANGIOEDEMA INDUCED BY ACE INHIBITORS, SUSCEPTIBILITY TO; AEACEI)	300909
ENSG00000157423	HYDIN	HYDIN (CILIARY DYSKINESIA, PRIMARY, 5; CILD5;;CILIARY DYSKINESIA, PRIMARY, 5, WITHOUT SITUS INVERSUS)	608647
ENSG00000100241	SBF1	SBF1 (CHARCOT-MARIE-TOOTH DISEASE, TYPE 4B3; CMT4B3)	615284
ENSG00000066933	MYO9A	MYO9A (MYASTHENIC SYNDROME, CONGENITAL, 24, PRESYNAPTIC; CMS24)	618198
ENSG00000101577	LPIN2	LPIN2 (MAJEED SYNDROME; MJDS;;CHRONIC RECURRENT MULTIFOCAL OSTEOMYELITIS, CONGENITAL DYSERYTHROPOIETIC ANEMIA, AND NEUTROPHILIC DERMATOSIS)	609628
ENSG00000125812	GZF1	GZF1 (JOINT LAXITY, SHORT STATURE, AND MYOPIA; JLSM)	617662
ENSG00000101938	CHRDL1	CHRDL1 (MEGALOCORNEA; MGC1;;MGCN)	309300
ENSG00000120149	MSX2	MSX2 (PARIETAL FORAMINA 1; PFM1;;PFM;;PARIETAL FORAMINA, SYMMETRIC;;FORAMINA PARIETALIA PERMAGNA; FPP;;CATLIN MARKS;;CRANIUM BIFIDUM OCCULTUM;;CRANIUM BIFIDUM, HEREDITARY)	168500
ENSG00000120149	MSX2	MSX2 (PARIETAL FORAMINA WITH CLEIDOCRANIAL DYSPLASIA; PFMCCD;;CLEIDOCRANIAL DYSPLASIA WITH PARIETAL FORAMINA)	168550
ENSG00000120149	MSX2	MSX2 (CRANIOSYNOSTOSIS 2; CRS2;;CRANIOSYNOSTOSIS, BOSTON-TYPE; CSB)	604757
ENSG00000172175	MALT1	MALT1 (IMMUNODEFICIENCY 12; IMD12)	615468
ENSG00000077264	PAK3	PAK3 (INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED 30; XLID30;;MENTAL RETARDATION, X-LINKED 30; MRX30;;MENTAL RETARDATION, X-LINKED 47; MRX47)	300558
ENSG00000101333	PLCB4	PLCB4 (AURICULOCONDYLAR SYNDROME 2; ARCND2)	614669
ENSG00000160882	CYP11B1	CYP11B1 (HYPERALDOSTERONISM, FAMILIAL, TYPE I; HALD1;;GLUCOCORTICOID-REMEDIABLE ALDOSTERONISM; GRA;;FH I;;GLUCOCORTICOID-SUPPRESSIBLE HYPERALDOSTERONISM; GSH;;ALDOSTERONISM, SENSITIVE TO DEXAMETHASONE;;ACTH-DEPENDENT HYPERALDOSTERONISM SYNDROME)	103900
ENSG00000160882	CYP11B1	CYP11B1 (ADRENAL HYPERPLASIA, CONGENITAL, DUE TO STEROID 11-BETA-HYDROXYLASE DEFICIENCY;;ADRENAL HYPERPLASIA IV;;STEROID 11-BETA-HYDROXYLASE DEFICIENCY;;11-@BETA-HYDROXYLASE DEFICIENCY;;ADRENAL HYPERPLASIA, HYPERTENSIVE FORM;;P450C11B1 DEFICIENCY)	202010
ENSG00000159423	ALDH4A1	ALDH4A1 (HYPERPROLINEMIA, TYPE II; HYRPRO2;;HPII;;1-@PYRROLINE-5-CARBOXYLATE DEHYDROGENASE DEFICIENCY)	239510
ENSG00000129696	TTI2	TTI2 (INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL RECESSIVE 39; MRT39;;MENTAL RETARDATION, AUTOSOMAL RECESSIVE 39)	615541
ENSG00000166396	SERPINB7	SERPINB7 (PALMOPLANTAR KERATODERMA, NAGASHIMA TYPE; PPKN)	615598
ENSG00000119686	FLVCR2	FLVCR2 (PROLIFERATIVE VASCULOPATHY AND HYDRANENCEPHALY-HYDROCEPHALY SYNDROME; PVHH;;HYDRANENCEPHALY, FOWLER TYPE;;FOWLER SYNDROME;;HYDROCEPHALY/HYDRANENCEPHALY DUE TO CEREBRAL VASCULOPATHY;;ENCEPHALOCLASTIC PROLIFERATIVE VASCULOPATHY; EPV)	225790
ENSG00000171853	TRAPPC12	TRAPPC12 (ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND SPASTICITY; PEBAS)	617669
ENSG00000092529	CAPN3	CAPN3 (MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 1; LGMDR1;;MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2A; LGMD2A;;MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2; LGMD2;;MUSCULAR DYSTROPHY, PELVOFEMORAL;;LEYDEN-MOEBIUS MUSCULAR DYSTROPHY;;CALPAINOPATHY MYOS /.../EOSINOPHILIC, INCLUDED)	253600
ENSG00000092529	CAPN3	CAPN3 (MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL DOMINANT 4; LGMDD4;;MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1I; LGMD1I)	618129
ENSG00000121075	TBX4	TBX4 (ISCHIOCOXOPODOPATELLAR SYNDROME WITH OR WITHOUT PULMONARY ARTERIAL HYPERTENSION; ICPPS;;SMALL PATELLA SYNDROME; SPS;;PATELLA APLASIA, COXA VARA, AND TARSAL SYNOSTOSIS;;ISCHIOPATELLAR DYSPLASIA;;COXOPODOPATELLAR SYNDROME;;SCOTT-TAOR SYNDROME)	147891
ENSG00000121075	TBX4	TBX4 (AMELIA, POSTERIOR, WITH PELVIC AND PULMONARY HYPOPLASIA SYNDROME; PAPPAS;;AMELIA, AUTOSOMAL RECESSIVE)	601360
ENSG00000011021	CLCN6	CLCN6 (NEURODEGENERATION, CHILDHOOD-ONSET, WITH HYPOTONIA, RESPIRATORY INSUFFICIENCY, AND BRAIN IMAGING ABNORMALITIES; CONRIBA)	619173
ENSG00000102359	SRPX2	SRPX2 (ROLANDIC EPILEPSY, IMPAIRED INTELLECTUAL DEVELOPMENT, AND SPEECH DYSPRAXIA, X-LINKED; RESDX;;ROLANDIC EPILEPSY, MENTAL RETARDATION, AND SPEECH DYSPRAXIA, X-LINKED)	300643
ENSG00000119685	TTLL5	TTLL5 (CONE-ROD DYSTROPHY 19; CORD19)	615860
ENSG00000187775	DNAH17	DNAH17 (SPERMATOGENIC FAILURE 39; SPGF39)	618643
ENSG00000167113	COQ4	COQ4 (COENZYME Q10 DEFICIENCY, PRIMARY, 7; COQ10D7)	616276
ENSG00000104450	SPAG1	SPAG1 (CILIARY DYSKINESIA, PRIMARY, 28; CILD28;;CILIARY DYSKINESIA, PRIMARY, 28, WITH OR WITHOUT SITUS INVERSUS)	615505
ENSG00000166401	SERPINB8	SERPINB8 (PEELING SKIN SYNDROME 5; PSS5)	617115
ENSG00000005893	LAMP2	LAMP2 (DANON DISEASE;;VACUOLAR CARDIOMYOPATHY AND MYOPATHY, X-LINKED;;PSEUDOGLYCOGENOSIS II;;ANTOPOL DISEASE;;LYSOSOMAL GLYCOGEN STORAGE DISEASE WITHOUT ACID MALTASE DEFICIENCY, FORMERLY;;GLYCOGEN STORAGE DISEASE IIb; GSD2B, FORMERLY;;GSD IIb, FORMERLY)	300257
ENSG00000167114	SLC27A4	SLC27A4 (ICHTHYOSIS PREMATURITY SYNDROME; IPS;;ICHTHYOSIS CONGENITA IV)	608649
ENSG00000142615	CELA2A	CELA2A (ABDOMINAL OBESITY-METABOLIC SYNDROME 4; AOMS4)	618620
ENSG00000152784	PRDM8	PRDM8 (EPILEPSY, PROGRESSIVE MYOCLONIC, 10; EPM10)	616640
ENSG00000151360	ALLC	ALLC (ALLANTOICASE; ALLC)	612396
ENSG00000171155	C1GALT1C1	C1GALT1C1 (TN POLYAGGLUTINATION SYNDROME; TNPS;;GALACTOSYLTRANSFERASE DEFICIENCY)	300622
ENSG00000154118	JPH3	JPH3 (HUNTINGTON DISEASE-LIKE 2; HDL2)	606438
ENSG00000158290	CUL4B	CUL4B (INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, CABEZAS TYPE; MRXSC;;MENTAL RETARDATION, X-LINKED, SYNDROMIC, CABEZAS TYPE;;CABEZAS SYNDROME;;MENTAL RETARDATION, X-LINKED, SYNDROMIC 15; MRXS15;;MENTAL RETARDATION, X-LINKED, WITH SHORT STAT /.../YPOGONADISM, AND ABNORMAL GAIT;;MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE; MRSS)	300354
ENSG00000169696	ASPSCR1	ASPSCR1 (ALVEOLAR SOFT PART SARCOMA; ASPS)	606243
ENSG00000140937	CDH11	CDH11 (ELSAHY-WATERS SYNDROME; ESWS;;BRACHIOSKELETOGENITAL SYNDROME;;BSG SYNDROME;;HYPOSPADIAS, HYPERTELORISM, UPPER LID COLOBOMA, AND MIXED-TYPE HEARING LOSS)	211380
ENSG00000140937	CDH11	CDH11 (TEEBI HYPERTELORISM SYNDROME 2; TBHS2)	619736
ENSG00000169021	UQCRFS1	UQCRFS1 (MITOCHONDRIAL COMPLEX III DEFICIENCY, NUCLEAR TYPE 10; MC3DN10)	618775
ENSG00000106415	GLCCI1	GLCCI1 (GLUCOCORTICOID THERAPY, RESPONSE TO; GCTR)	614400
ENSG00000118004	COLEC11	COLEC11 (3MC SYNDROME 2; 3MC2;;PTOSIS OF EYELIDS WITH DIASTASIS RECTI AND HIP DYSPLASIA;;OCULO-SKELETAL-ABDOMINAL SYNDROME;;OSA SYNDROME;;CARNEVALE SYNDROME, FORMERLY)	265050
ENSG00000104369	JPH1	JPH1 (CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2K; CMT2K;;CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE, TYPE 2K;;CHARCOT-MARIE-TOOTH NEUROPATHY, AXONAL, TYPE 2K  CHARCOT-MARIE-TOOTH DISEASE, AUTOSOMAL DOMINANT, TYPE 2K, INCLUDED)	607831
ENSG00000111913	RIPOR2	RIPOR2 (DEAFNESS, AUTOSOMAL DOMINANT 21; DFNA21)	607017
ENSG00000111913	RIPOR2	RIPOR2 (DEAFNESS, AUTOSOMAL RECESSIVE 104; DFNB104)	616515
ENSG00000157881	PANK4	PANK4 (CATARACT 49; CTRCT49;;CARARACT 49, POSTERIOR)	619593
ENSG00000172361	CFAP53	CFAP53 (HETEROTAXY, VISCERAL, 6, AUTOSOMAL; HTX6)	614779
ENSG00000181027	FKRP	FKRP (MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 1; MDDGA1;;WALKER-WARBURG SYNDROME OR MUSCLE-EYE-BRAIN DISEASE, POMT1-RELATED;;HYDROCEPHALUS, AGYRIA, AND RETINAL DYSPLASIA;;HARD SYNDROME;;CEREBROOCULAR DYSPLA /.../SCULAR DYSTROPHY SYNDROME;;COD-MD SYNDROME)	236670
ENSG00000181027	FKRP	FKRP (MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH OR WITHOUT IMPAIRED INTELLECTUAL DEVELOPMENT), TYPE B, 5; MDDGB5;;MUSCULAR DYSTROPHY, CONGENITAL, 1C; MDC1C;;MUSCULAR DYSTROPHY, CONGENITAL, FKRP-RELATED)	606612
ENSG00000181027	FKRP	FKRP (MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 5; MDDGC5;;MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 9; LGMDR9;;MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2I; LGMD2I;;MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY, LIMB-GIRDLE, FRKP-RELATED)	607155
ENSG00000181027	FKRP	FKRP (MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 5; MDDGA5;;WALKER-WARBURG SYNDROME OR MUSCLE-EYE-BRAIN DISEASE, FKRP-RELATED)	613153
ENSG00000119650	IFT43	IFT43 (CRANIOECTODERMAL DYSPLASIA 3; CED3)	614099
ENSG00000119650	IFT43	IFT43 (SHORT-RIB THORACIC DYSPLASIA 18 WITH POLYDACTYLY; SRTD18)	617866
ENSG00000119650	IFT43	IFT43 (RETINITIS PIGMENTOSA 81; RP81)	617871
ENSG00000196616	ADH1B	ADH1B (ALCOHOL DEPENDENCE;;ALCOHOLISM ALCOHOL DEPENDENCE, PROTECTION AGAINST, INCLUDED;;AERODIGESTIVE TRACT CANCER, SQUAMOUS CELL, ALCOHOL-RELATED, PROTECTION AGAINST, INCLUDED)	103780
ENSG00000100503	NIN	NIN (SECKEL SYNDROME 7; SCKL7)	614851
ENSG00000048707	VPS13D	VPS13D (SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 4; SCAR4;;SPINOCEREBELLAR ATAXIA WITH SACCADIC INTRUSIONS; SCASI;;SPINOCEREBELLAR ATAXIA 24, FORMERLY; SCA24, FORMERLY)	607317
ENSG00000171865	RNASEH1	RNASEH1 (PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS, AUTOSOMAL RECESSIVE 2; PEOB2;;PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA, AUTOSOMAL RECESSIVE 2)	616479
ENSG00000104763	ASAH1	ASAH1 (SPINAL MUSCULAR ATROPHY WITH PROGRESSIVE MYOCLONIC EPILEPSY; SMAPME;;MYOCLONUS, HEREDITARY, WITH PROGRESSIVE DISTAL MUSCULAR ATROPHY)	159950
ENSG00000104763	ASAH1	ASAH1 (FARBER LIPOGRANULOMATOSIS; FRBRL;;FARBER DISEASE;;CERAMIDASE DEFICIENCY;;ACID CERAMIDASE DEFICIENCY;;AC DEFICIENCY;;N-LAURYLSPHINGOSINE DEACYLASE DEFICIENCY)	228000
ENSG00000171863	RPS7	RPS7 (DIAMOND-BLACKFAN ANEMIA 8; DBA8)	612563
ENSG00000100219	XBP1	XBP1 (MAJOR AFFECTIVE DISORDER 7; MAFD7;;BIPOLAR AFFECTIVE DISORDER)	612371
